id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
6448,Male,58,1,14,1,< 1 Year,Yes,44188,152,149,1
6449,Male,52,1,15,0,< 1 Year,Yes,28623,100,218,1
6450,Male,67,1,11,1,1-2 Year,No,29824,34,290,0
6451,Female,57,1,13,0,> 2 Years,Yes,53578,136,202,1
6452,Female,39,1,28,1,> 2 Years,Yes,26281,135,250,1
6453,Male,25,0,25,0,1-2 Year,Yes,31590,62,204,0
6454,Male,32,1,37,1,< 1 Year,Yes,44526,46,81,0
6455,Female,62,1,6,0,< 1 Year,No,46095,127,68,1
6456,Male,24,1,37,0,> 2 Years,Yes,33122,126,64,1
6457,Female,36,1,33,1,< 1 Year,No,50163,13,103,0
6458,Male,57,0,25,1,> 2 Years,Yes,23297,130,28,0
6459,Male,59,0,23,0,> 2 Years,No,27406,2,297,0
6460,Male,34,1,8,1,> 2 Years,No,28365,29,84,1
6461,Male,18,0,17,0,1-2 Year,No,51912,91,72,0
6462,Female,62,1,31,1,> 2 Years,Yes,35751,82,271,1
6463,Female,46,1,26,1,< 1 Year,No,46121,2,204,0
6464,Male,75,1,11,0,1-2 Year,Yes,55332,61,149,1
6465,Female,30,1,30,1,< 1 Year,Yes,50793,72,48,0
6466,Male,73,1,11,0,> 2 Years,Yes,53871,100,167,1
6467,Male,65,1,3,0,1-2 Year,Yes,49114,59,288,1
6468,Male,46,1,40,1,> 2 Years,Yes,29104,48,6,1
6469,Female,58,1,40,1,> 2 Years,No,23355,137,184,0
6470,Female,59,1,21,1,> 2 Years,No,46769,146,221,0
6471,Female,23,1,35,0,< 1 Year,Yes,55635,50,9,1
6472,Female,22,1,28,1,> 2 Years,Yes,28761,86,243,1
6473,Female,51,1,22,1,< 1 Year,Yes,47304,155,27,0
6474,Female,28,1,42,1,> 2 Years,Yes,52458,66,101,1
6475,Female,26,1,46,0,1-2 Year,Yes,52481,66,136,1
6476,Female,55,0,18,1,> 2 Years,No,59405,22,181,0
6477,Male,57,0,23,1,1-2 Year,No,28782,86,66,0
6478,Male,58,1,26,1,> 2 Years,Yes,55584,152,234,1
6479,Male,26,1,35,0,1-2 Year,No,35432,91,4,1
6480,Male,25,1,29,1,> 2 Years,Yes,52363,141,270,1
6481,Male,61,1,46,1,< 1 Year,Yes,55472,122,25,1
6482,Male,75,1,11,1,> 2 Years,Yes,24558,143,169,1
6483,Female,57,1,42,1,< 1 Year,Yes,47907,112,202,1
6484,Male,20,1,46,0,> 2 Years,Yes,51844,145,200,1
6485,Male,30,1,1,0,< 1 Year,Yes,49509,39,134,1
6486,Male,36,1,16,1,< 1 Year,Yes,22454,87,261,1
6487,Female,51,1,25,0,> 2 Years,Yes,54397,4,177,1
6488,Male,49,0,38,1,> 2 Years,No,52128,15,37,0
6489,Male,66,1,18,1,> 2 Years,No,44060,124,83,0
6490,Female,33,1,16,0,> 2 Years,Yes,39132,159,177,1
6491,Female,53,0,19,1,< 1 Year,Yes,53984,6,212,0
6492,Male,35,1,16,1,< 1 Year,Yes,51610,65,127,1
6493,Male,31,1,5,1,< 1 Year,Yes,46424,86,138,0
6494,Male,47,1,27,1,1-2 Year,No,55864,30,210,1
6495,Female,19,1,44,0,1-2 Year,Yes,20921,58,267,1
6496,Male,30,0,6,1,> 2 Years,Yes,51451,86,79,0
6497,Male,44,1,34,1,< 1 Year,Yes,36900,56,96,1
6498,Male,76,0,16,1,< 1 Year,Yes,40335,46,139,0
6499,Male,70,1,23,0,1-2 Year,Yes,47797,129,244,1
6500,Female,69,1,43,0,< 1 Year,Yes,38888,140,221,1
6501,Male,34,1,44,1,1-2 Year,Yes,59550,113,295,0
6502,Male,48,1,32,0,< 1 Year,No,49407,67,64,1
6503,Male,32,1,43,1,> 2 Years,No,31077,125,47,1
6504,Male,74,1,23,0,1-2 Year,Yes,52528,10,136,1
6505,Male,79,0,20,0,> 2 Years,Yes,25376,1,76,1
6506,Female,37,1,19,0,1-2 Year,Yes,28337,19,126,1
6507,Female,22,1,29,0,< 1 Year,No,40042,82,106,0
6508,Female,24,1,8,1,< 1 Year,Yes,55850,116,226,0
6509,Female,35,1,29,1,> 2 Years,Yes,55419,95,115,0
6510,Female,73,1,18,0,> 2 Years,No,59691,68,88,0
6511,Male,28,1,5,0,< 1 Year,Yes,49263,41,226,0
6512,Female,49,1,12,0,< 1 Year,Yes,59925,69,64,1
6513,Female,67,1,10,0,1-2 Year,Yes,55577,114,109,1
6514,Female,44,1,47,1,1-2 Year,Yes,32141,82,201,1
6515,Male,43,1,37,1,> 2 Years,Yes,37661,57,285,1
6516,Male,54,1,17,1,1-2 Year,Yes,45479,48,71,1
6517,Female,62,0,32,1,< 1 Year,Yes,50505,50,296,0
6518,Female,45,1,4,1,> 2 Years,Yes,40872,136,160,0
6519,Female,67,1,31,1,1-2 Year,No,38514,110,259,0
6520,Male,19,0,26,1,> 2 Years,Yes,23425,116,10,1
6521,Male,37,1,12,1,> 2 Years,Yes,31685,154,168,0
6522,Male,21,1,18,1,< 1 Year,Yes,31036,109,117,1
6523,Female,30,1,8,0,< 1 Year,Yes,29967,23,83,1
6524,Male,41,0,32,1,< 1 Year,Yes,47888,41,239,0
6525,Male,78,1,20,1,> 2 Years,Yes,27511,87,174,0
6526,Female,65,1,49,1,> 2 Years,No,24201,93,179,0
6527,Male,55,1,40,0,< 1 Year,Yes,46347,59,139,0
6528,Female,75,1,13,1,> 2 Years,Yes,50981,18,206,1
6529,Male,57,1,23,1,> 2 Years,Yes,28961,71,179,1
6530,Female,65,1,3,0,< 1 Year,Yes,55174,124,107,1
6531,Male,62,1,35,1,1-2 Year,Yes,23358,136,33,1
6532,Female,72,1,39,1,> 2 Years,No,24791,114,130,1
6533,Female,46,1,21,0,< 1 Year,Yes,26823,106,118,1
6534,Male,75,1,7,1,> 2 Years,Yes,29867,17,93,1
6535,Male,53,1,26,0,> 2 Years,Yes,35096,51,82,1
6536,Male,19,1,23,1,< 1 Year,No,46336,30,110,0
6537,Female,58,1,32,1,> 2 Years,No,50392,66,10,1
6538,Female,35,1,2,1,< 1 Year,Yes,36750,22,184,0
6539,Male,66,1,39,1,> 2 Years,Yes,30924,32,230,1
6540,Female,25,1,2,1,1-2 Year,No,24120,153,214,0
6541,Male,75,0,39,1,> 2 Years,No,41649,136,27,0
6542,Female,32,1,46,0,> 2 Years,Yes,53437,63,149,1
6543,Female,58,1,15,1,< 1 Year,Yes,22833,29,189,1
6544,Male,34,1,16,0,1-2 Year,Yes,21670,40,128,1
6545,Male,40,1,26,0,1-2 Year,Yes,46190,2,269,0
6546,Male,19,1,8,1,1-2 Year,No,25508,49,15,1
6547,Male,23,1,16,1,< 1 Year,No,56143,31,219,0
6548,Male,46,1,21,1,> 2 Years,No,24483,68,223,1
6549,Male,44,1,39,0,> 2 Years,Yes,33298,90,151,1
6550,Male,54,1,11,0,< 1 Year,Yes,50313,137,99,1
6551,Male,66,1,24,1,> 2 Years,Yes,20793,10,8,1
6552,Male,51,1,36,0,1-2 Year,No,33843,51,97,1
6553,Male,35,1,18,0,> 2 Years,Yes,56063,26,156,0
6554,Male,59,0,23,1,1-2 Year,No,26769,79,71,0
6555,Female,27,1,13,1,< 1 Year,Yes,39940,121,170,1
6556,Female,55,1,49,0,< 1 Year,Yes,42464,149,159,1
6557,Male,76,1,44,0,> 2 Years,No,20984,108,13,1
6558,Male,61,1,42,1,1-2 Year,No,52216,91,291,0
6559,Female,34,1,39,1,< 1 Year,No,55508,30,120,0
6560,Female,76,1,44,0,1-2 Year,Yes,56482,143,137,1
6561,Male,30,1,44,1,< 1 Year,No,29620,80,3,1
6562,Male,69,1,45,0,< 1 Year,Yes,45368,123,192,1
6563,Male,77,1,1,1,> 2 Years,Yes,33811,84,21,0
6564,Male,65,1,7,0,< 1 Year,No,41870,113,249,1
6565,Male,59,1,48,1,1-2 Year,Yes,29703,102,77,1
6566,Male,44,1,48,1,1-2 Year,Yes,36290,84,266,0
6567,Female,70,1,21,1,1-2 Year,Yes,25182,70,228,1
6568,Male,19,1,16,1,1-2 Year,Yes,49282,108,223,0
6569,Male,51,1,48,1,1-2 Year,No,27762,104,237,1
6570,Male,48,0,14,1,< 1 Year,No,33428,148,257,0
6571,Male,40,1,43,0,1-2 Year,Yes,31726,53,38,1
6572,Male,24,1,43,0,< 1 Year,Yes,27961,130,183,1
6573,Male,55,1,2,1,1-2 Year,No,25990,158,76,1
6574,Female,50,1,31,1,1-2 Year,Yes,29666,136,43,1
6575,Male,29,1,39,1,> 2 Years,Yes,36888,40,51,0
6576,Female,62,1,9,1,> 2 Years,Yes,47984,122,93,1
6577,Female,29,1,41,1,1-2 Year,Yes,45181,136,60,1
6578,Male,36,1,14,1,< 1 Year,Yes,44865,145,204,0
6579,Male,26,1,10,1,1-2 Year,Yes,57096,99,5,1
6580,Male,27,1,48,0,> 2 Years,Yes,51370,30,42,1
6581,Female,34,0,24,0,< 1 Year,Yes,23542,129,258,1
6582,Female,67,1,33,1,< 1 Year,Yes,46008,64,47,1
6583,Female,57,1,34,0,< 1 Year,No,59140,36,54,0
6584,Male,56,1,20,0,1-2 Year,Yes,56754,79,35,1
6585,Female,58,1,28,0,1-2 Year,Yes,49676,81,47,1
6586,Male,27,1,4,1,> 2 Years,Yes,46913,24,17,1
6587,Male,29,1,34,1,1-2 Year,Yes,31637,107,73,0
6588,Male,32,1,4,0,< 1 Year,No,49895,132,7,1
6589,Male,48,1,6,1,> 2 Years,Yes,33444,123,122,1
6590,Female,32,1,22,0,< 1 Year,Yes,38753,110,18,1
6591,Male,45,0,4,1,< 1 Year,Yes,28037,77,258,0
6592,Male,21,1,5,1,< 1 Year,Yes,22789,137,176,0
6593,Male,53,1,11,1,< 1 Year,Yes,55151,26,11,1
6594,Female,72,1,45,1,> 2 Years,Yes,44754,47,282,0
6595,Female,18,1,35,0,1-2 Year,Yes,40119,144,126,1
6596,Male,75,0,19,1,> 2 Years,Yes,49109,107,147,0
6597,Male,61,1,11,0,> 2 Years,No,38899,11,230,1
6598,Male,74,1,11,0,< 1 Year,Yes,46096,130,84,1
6599,Female,51,0,27,1,1-2 Year,Yes,49213,123,6,0
6600,Male,64,1,2,1,1-2 Year,No,44750,83,40,0
6601,Male,34,1,47,1,> 2 Years,Yes,56137,23,165,0
6602,Male,56,1,8,1,< 1 Year,Yes,52818,62,121,1
6603,Male,55,1,34,1,1-2 Year,Yes,29892,76,65,1
6604,Female,61,1,40,1,> 2 Years,Yes,46508,39,258,1
6605,Male,68,1,20,0,< 1 Year,Yes,52884,134,230,1
6606,Male,50,1,23,1,< 1 Year,No,30587,60,41,1
6607,Male,77,1,15,1,1-2 Year,Yes,37368,110,30,1
6608,Male,38,1,48,0,1-2 Year,Yes,39621,79,88,1
6609,Female,43,1,13,1,1-2 Year,Yes,45361,36,233,1
6610,Male,63,1,31,0,> 2 Years,Yes,21527,77,294,1
6611,Female,53,1,49,1,1-2 Year,No,25442,72,219,0
6612,Female,22,1,46,1,1-2 Year,Yes,21832,88,286,1
6613,Male,50,1,14,0,< 1 Year,Yes,50754,159,126,1
6614,Male,18,1,1,0,> 2 Years,Yes,54021,60,137,1
6615,Male,70,0,27,1,> 2 Years,Yes,51210,141,101,0
6616,Female,23,1,33,1,< 1 Year,No,54956,93,272,0
6617,Male,54,1,35,1,1-2 Year,Yes,48877,37,51,1
6618,Male,19,1,15,1,> 2 Years,Yes,21186,61,9,0
6619,Male,74,1,5,0,1-2 Year,No,48805,146,179,0
6620,Female,70,0,37,0,1-2 Year,No,47207,146,213,0
6621,Male,76,1,4,1,1-2 Year,No,27655,54,145,1
6622,Male,76,1,46,1,< 1 Year,No,33876,122,161,1
6623,Male,22,1,20,0,1-2 Year,Yes,46062,31,290,0
6624,Male,43,1,39,1,> 2 Years,No,34415,79,90,1
6625,Female,58,1,22,0,1-2 Year,No,35452,84,102,1
6626,Male,68,1,24,1,1-2 Year,Yes,47133,92,89,0
6627,Female,70,1,47,0,< 1 Year,Yes,47932,68,226,1
6628,Female,64,1,11,0,< 1 Year,Yes,58306,128,124,0
6629,Male,30,1,46,0,< 1 Year,Yes,45289,96,50,1
6630,Female,29,1,6,0,< 1 Year,Yes,31891,87,48,0
6631,Male,22,1,27,0,1-2 Year,Yes,22240,62,79,1
6632,Male,19,1,10,1,1-2 Year,No,59364,79,194,1
6633,Female,76,1,39,1,< 1 Year,Yes,21474,7,45,1
6634,Male,21,1,10,0,> 2 Years,No,31622,112,290,1
6635,Female,76,1,46,1,1-2 Year,No,53791,159,122,0
6636,Male,44,1,26,1,> 2 Years,Yes,57873,96,174,1
6637,Female,67,0,37,0,< 1 Year,Yes,36781,40,87,0
6638,Male,70,1,33,1,< 1 Year,Yes,59085,78,79,1
6639,Male,27,1,8,0,1-2 Year,No,33338,83,130,1
6640,Male,30,1,49,0,< 1 Year,No,24013,80,294,0
6641,Female,61,1,28,1,< 1 Year,No,41017,137,60,0
6642,Female,19,1,48,0,< 1 Year,No,34740,25,75,1
6643,Male,43,1,36,1,< 1 Year,Yes,44343,136,29,0
6644,Female,32,1,40,0,1-2 Year,Yes,40780,39,60,1
6645,Male,63,1,25,1,> 2 Years,Yes,26867,8,69,1
6646,Male,74,1,36,1,1-2 Year,Yes,51761,141,165,0
6647,Female,27,0,13,0,< 1 Year,Yes,29858,109,84,0
6648,Female,39,1,7,1,> 2 Years,No,53714,156,268,1
6649,Female,57,1,1,1,< 1 Year,Yes,46495,4,165,0
6650,Female,42,1,9,1,> 2 Years,Yes,20622,23,186,1
6651,Male,32,0,28,1,> 2 Years,No,30367,34,55,0
6652,Female,30,1,36,0,< 1 Year,Yes,21760,71,21,1
6653,Male,25,1,46,1,< 1 Year,Yes,42673,94,226,1
6654,Male,38,0,30,0,> 2 Years,No,39364,73,149,1
6655,Male,38,1,9,0,< 1 Year,Yes,33175,19,187,1
6656,Male,39,1,30,0,< 1 Year,Yes,53982,137,125,1
6657,Male,63,0,35,1,1-2 Year,No,56370,23,221,0
6658,Male,50,1,47,1,< 1 Year,Yes,43702,13,288,1
6659,Male,62,1,27,0,> 2 Years,No,46451,159,186,0
6660,Male,44,1,29,0,< 1 Year,No,58582,72,113,0
6661,Male,57,0,5,0,1-2 Year,Yes,24887,110,154,0
6662,Male,67,1,1,0,1-2 Year,Yes,24249,19,13,1
6663,Male,39,1,43,0,1-2 Year,No,46848,5,271,1
6664,Female,47,0,5,0,1-2 Year,No,58879,120,2,0
6665,Female,79,1,29,0,> 2 Years,No,30743,142,241,1
6666,Female,26,1,17,1,> 2 Years,Yes,55381,150,161,0
6667,Male,62,1,49,1,1-2 Year,Yes,57536,150,31,0
6668,Female,52,1,37,1,1-2 Year,Yes,40439,5,65,1
6669,Male,35,1,24,1,< 1 Year,Yes,35993,80,207,1
6670,Male,59,1,27,0,1-2 Year,No,30632,26,182,1
6671,Male,22,1,9,1,< 1 Year,Yes,36484,117,103,0
6672,Female,44,1,38,0,> 2 Years,Yes,25860,80,117,1
6673,Male,74,1,13,1,< 1 Year,Yes,46826,125,143,1
6674,Male,23,1,26,1,> 2 Years,Yes,48244,140,180,0
6675,Male,79,1,11,1,1-2 Year,Yes,50778,49,100,1
6676,Female,49,1,24,1,> 2 Years,Yes,27376,140,171,1
6677,Female,25,1,33,1,1-2 Year,Yes,56172,96,268,1
6678,Male,73,1,49,0,> 2 Years,No,56334,133,205,0
6679,Male,56,1,6,1,> 2 Years,Yes,57433,100,5,1
6680,Male,38,1,35,1,> 2 Years,No,26725,92,134,0
6681,Female,35,1,16,0,> 2 Years,Yes,49509,124,5,1
6682,Male,31,1,13,1,> 2 Years,Yes,37790,4,39,0
6683,Female,32,1,44,1,< 1 Year,Yes,44123,103,239,1
6684,Male,59,1,11,0,1-2 Year,No,46904,103,246,0
6685,Female,43,1,23,1,< 1 Year,No,56694,93,16,1
6686,Male,70,1,2,1,< 1 Year,Yes,37756,25,195,1
6687,Male,61,1,30,0,> 2 Years,Yes,44894,152,160,1
6688,Male,49,1,19,1,< 1 Year,Yes,51784,19,281,0
6689,Male,56,0,40,1,1-2 Year,No,46932,23,83,0
6690,Male,45,1,45,1,< 1 Year,No,26858,95,35,1
6691,Female,77,0,46,1,< 1 Year,Yes,58629,83,115,0
6692,Male,56,0,47,0,< 1 Year,Yes,56296,96,174,1
6693,Female,60,1,49,0,1-2 Year,Yes,59367,46,27,1
6694,Female,49,1,15,0,< 1 Year,No,54909,146,13,1
6695,Male,30,1,42,0,1-2 Year,Yes,56230,71,117,1
6696,Female,32,1,33,1,< 1 Year,Yes,32927,45,31,1
6697,Female,35,1,44,1,> 2 Years,Yes,21252,121,216,1
6698,Male,56,1,41,1,> 2 Years,Yes,21520,17,190,1
6699,Female,23,1,5,0,1-2 Year,No,36968,143,247,1
6700,Male,72,1,22,0,< 1 Year,Yes,32011,73,293,1
6701,Male,28,1,27,1,< 1 Year,Yes,59103,34,150,0
6702,Female,49,1,47,1,> 2 Years,No,34791,99,173,1
6703,Male,57,1,35,1,1-2 Year,Yes,37263,136,143,0
6704,Male,37,1,19,1,> 2 Years,Yes,34381,50,62,1
6705,Male,50,1,39,1,> 2 Years,No,36845,119,106,0
6706,Female,57,1,7,1,> 2 Years,Yes,23634,139,206,1
6707,Female,25,1,39,1,> 2 Years,Yes,27110,88,124,0
6708,Male,68,1,34,1,> 2 Years,Yes,46501,94,15,0
6709,Female,52,1,34,0,> 2 Years,No,59709,35,285,0
6710,Female,22,1,27,1,> 2 Years,Yes,34198,59,26,0
6711,Male,79,1,44,0,1-2 Year,No,37720,140,278,1
6712,Male,52,1,5,0,> 2 Years,Yes,53728,12,132,1
6713,Female,64,1,4,0,> 2 Years,Yes,26972,28,289,1
6714,Female,31,0,7,0,1-2 Year,No,34096,109,185,0
6715,Female,38,1,48,1,1-2 Year,Yes,57822,40,69,1
6716,Male,64,0,3,1,> 2 Years,Yes,42772,99,28,0
6717,Male,41,1,21,1,1-2 Year,Yes,38679,29,127,1
6718,Male,34,1,34,0,> 2 Years,Yes,27330,120,35,1
6719,Male,35,1,49,0,< 1 Year,Yes,39652,128,174,1
6720,Male,51,1,9,1,> 2 Years,Yes,32122,144,280,1
6721,Female,29,1,20,0,1-2 Year,Yes,41097,46,94,0
6722,Male,33,1,40,1,< 1 Year,Yes,28674,29,176,1
6723,Female,21,1,12,1,> 2 Years,Yes,55023,52,267,0
6724,Male,42,1,39,1,< 1 Year,No,44453,40,150,1
6725,Male,51,1,46,1,> 2 Years,Yes,43503,6,215,1
6726,Male,45,1,28,1,< 1 Year,Yes,44119,27,121,0
6727,Male,63,1,48,0,> 2 Years,Yes,24231,150,108,1
6728,Male,28,1,33,1,< 1 Year,Yes,48627,7,202,1
6729,Female,30,1,10,1,< 1 Year,Yes,40702,129,171,1
6730,Female,48,1,11,0,> 2 Years,Yes,29672,77,213,1
6731,Male,77,1,7,0,< 1 Year,Yes,57149,142,163,1
6732,Male,42,0,18,1,> 2 Years,Yes,27193,79,85,0
6733,Female,56,1,19,1,> 2 Years,No,51292,140,212,0
6734,Male,27,1,14,0,< 1 Year,Yes,41948,107,171,0
6735,Male,41,1,17,1,1-2 Year,No,34892,130,290,1
6736,Male,18,1,23,1,< 1 Year,Yes,41293,119,259,0
6737,Female,78,0,19,1,1-2 Year,Yes,33079,85,173,1
6738,Male,70,0,45,1,1-2 Year,Yes,40812,57,104,1
6739,Male,42,1,3,1,1-2 Year,Yes,55855,142,165,0
6740,Female,45,0,34,1,> 2 Years,Yes,33649,66,112,0
6741,Male,53,1,25,1,< 1 Year,No,40623,75,17,0
6742,Male,35,1,41,0,1-2 Year,Yes,59552,78,8,1
6743,Male,23,1,31,1,1-2 Year,Yes,59889,84,41,1
6744,Female,19,1,39,1,< 1 Year,Yes,23632,27,22,1
6745,Male,20,1,14,1,> 2 Years,Yes,35883,71,96,1
6746,Female,63,1,37,0,1-2 Year,Yes,38081,1,283,1
6747,Female,25,1,47,0,> 2 Years,Yes,20409,13,58,1
6748,Male,48,1,20,1,> 2 Years,Yes,55995,38,134,0
6749,Female,65,1,32,1,1-2 Year,No,29374,145,159,0
6750,Male,36,1,33,0,> 2 Years,Yes,31021,100,59,1
6751,Male,67,1,31,0,> 2 Years,No,44662,129,260,1
6752,Male,23,1,7,1,> 2 Years,Yes,57383,129,103,1
6753,Male,31,1,5,1,< 1 Year,Yes,35013,83,222,1
6754,Male,20,0,4,1,1-2 Year,Yes,22057,115,171,0
6755,Male,65,1,11,1,1-2 Year,Yes,51494,158,250,0
6756,Male,18,1,19,0,1-2 Year,Yes,43809,7,63,1
6757,Female,61,1,38,1,1-2 Year,Yes,23204,107,249,1
6758,Male,47,1,20,1,> 2 Years,Yes,46562,148,95,1
6759,Female,63,1,27,1,< 1 Year,Yes,33508,44,50,1
6760,Male,36,1,29,0,< 1 Year,No,41047,13,100,0
6761,Male,71,1,18,0,< 1 Year,Yes,45052,39,235,1
6762,Male,36,1,37,1,< 1 Year,Yes,22245,20,17,1
6763,Male,26,1,47,1,< 1 Year,No,43875,5,115,0
6764,Male,24,0,25,1,> 2 Years,Yes,22531,112,223,0
6765,Female,63,1,20,1,> 2 Years,Yes,25304,52,276,1
6766,Female,54,1,6,0,1-2 Year,Yes,42036,114,14,1
6767,Female,67,0,36,1,1-2 Year,Yes,32366,153,271,0
6768,Male,58,1,49,1,> 2 Years,Yes,52794,140,253,1
6769,Female,70,1,15,1,< 1 Year,Yes,27506,129,299,1
6770,Male,24,1,18,1,< 1 Year,Yes,34274,72,296,1
6771,Male,26,1,38,0,1-2 Year,Yes,47099,22,95,1
6772,Female,21,1,25,1,1-2 Year,Yes,52469,114,229,0
6773,Female,42,0,20,1,> 2 Years,Yes,46992,85,206,1
6774,Male,66,1,22,1,> 2 Years,Yes,42213,31,22,0
6775,Male,29,1,12,1,1-2 Year,Yes,32278,129,222,0
6776,Male,23,1,41,1,1-2 Year,Yes,52222,155,240,0
6777,Female,35,1,40,1,< 1 Year,Yes,46636,2,200,1
6778,Male,57,0,47,0,1-2 Year,No,43152,121,31,0
6779,Female,38,1,33,0,> 2 Years,Yes,32897,93,272,1
6780,Male,32,1,29,1,1-2 Year,Yes,46417,129,54,1
6781,Male,20,1,2,0,< 1 Year,Yes,29865,42,21,0
6782,Male,19,1,26,0,1-2 Year,Yes,46795,136,38,0
6783,Male,73,1,32,1,1-2 Year,No,26612,35,142,1
6784,Male,72,1,3,1,1-2 Year,No,34116,109,119,0
6785,Female,58,1,30,0,1-2 Year,No,58179,35,158,1
6786,Female,57,0,19,0,> 2 Years,Yes,21627,135,263,1
6787,Female,76,1,10,0,1-2 Year,Yes,31468,23,260,1
6788,Female,21,1,25,1,> 2 Years,Yes,28320,23,83,1
6789,Female,49,1,46,0,> 2 Years,No,43722,46,281,1
6790,Male,19,1,19,1,> 2 Years,Yes,31144,19,286,1
6791,Female,63,1,43,1,< 1 Year,No,49168,79,171,1
6792,Male,46,1,21,0,> 2 Years,Yes,32243,72,15,1
6793,Male,19,1,6,0,> 2 Years,No,30602,97,285,1
6794,Male,51,1,14,1,< 1 Year,Yes,43401,13,161,1
6795,Male,79,1,8,0,> 2 Years,Yes,32146,159,295,1
6796,Male,44,1,2,1,< 1 Year,Yes,32831,84,296,1
6797,Female,77,1,18,1,> 2 Years,No,32667,127,23,1
6798,Male,71,1,22,0,< 1 Year,No,53762,57,192,1
6799,Male,56,1,30,0,> 2 Years,No,21605,8,101,1
6800,Male,61,1,36,1,< 1 Year,Yes,37721,100,119,0
6801,Male,55,0,28,0,1-2 Year,Yes,41939,14,298,1
6802,Male,35,1,35,0,< 1 Year,No,28389,94,127,1
6803,Male,53,1,2,0,< 1 Year,Yes,21368,9,289,1
6804,Male,36,1,36,1,> 2 Years,Yes,22331,141,148,1
6805,Male,44,1,18,1,< 1 Year,No,48902,38,63,0
6806,Female,62,1,43,0,1-2 Year,Yes,34016,21,132,1
6807,Female,37,1,9,1,> 2 Years,Yes,45491,157,143,1
6808,Male,38,1,28,0,< 1 Year,Yes,27118,84,230,1
6809,Male,40,1,8,1,< 1 Year,Yes,42642,128,271,0
6810,Male,47,1,8,0,< 1 Year,Yes,23721,128,254,1
6811,Female,42,1,5,0,> 2 Years,Yes,21469,9,17,1
6812,Male,48,1,13,1,> 2 Years,Yes,26436,15,268,0
6813,Male,44,1,7,0,> 2 Years,No,52482,3,11,0
6814,Female,51,1,21,0,> 2 Years,No,30043,87,222,1
6815,Male,25,1,29,1,1-2 Year,No,33914,22,154,0
6816,Male,36,1,37,1,> 2 Years,Yes,29565,39,121,1
6817,Male,58,1,45,1,1-2 Year,Yes,53090,9,65,1
6818,Female,43,1,48,1,1-2 Year,Yes,39635,12,63,1
6819,Female,45,1,14,1,1-2 Year,Yes,46301,34,26,1
6820,Female,21,1,37,0,< 1 Year,Yes,51115,45,195,1
6821,Male,48,1,4,0,> 2 Years,Yes,45329,97,245,1
6822,Male,33,1,22,0,< 1 Year,Yes,45116,50,59,1
6823,Female,68,1,11,0,> 2 Years,Yes,26429,99,122,1
6824,Female,27,1,34,1,1-2 Year,Yes,42165,156,299,0
6825,Male,55,1,45,0,< 1 Year,No,50032,39,120,1
6826,Female,65,1,16,1,< 1 Year,Yes,46842,3,139,0
6827,Male,27,1,9,0,1-2 Year,No,22837,12,284,0
6828,Male,62,1,16,0,> 2 Years,Yes,59867,43,222,1
6829,Female,26,1,39,1,> 2 Years,Yes,41296,77,97,0
6830,Male,56,1,16,0,1-2 Year,No,27088,120,27,1
6831,Female,53,1,31,0,< 1 Year,Yes,28582,18,93,1
6832,Male,68,1,31,1,1-2 Year,Yes,22063,111,95,0
6833,Male,75,1,13,1,< 1 Year,Yes,27349,90,175,1
6834,Female,53,1,5,1,> 2 Years,Yes,46296,10,133,1
6835,Female,36,1,47,1,< 1 Year,Yes,45123,4,226,0
6836,Male,77,1,39,1,1-2 Year,Yes,53842,101,37,1
6837,Male,36,1,18,0,> 2 Years,Yes,24245,12,21,1
6838,Female,29,1,20,0,1-2 Year,Yes,54279,53,118,1
6839,Male,79,1,2,1,> 2 Years,Yes,32708,16,235,1
6840,Female,30,1,40,0,> 2 Years,No,20624,145,69,0
6841,Female,42,1,30,0,< 1 Year,Yes,42309,95,97,1
6842,Male,53,0,10,0,> 2 Years,Yes,43913,154,298,0
6843,Male,42,1,42,0,> 2 Years,Yes,26568,2,2,1
6844,Male,45,1,11,1,1-2 Year,No,59205,29,128,1
6845,Female,59,1,29,0,< 1 Year,No,40183,94,179,1
6846,Male,70,1,40,0,< 1 Year,Yes,33173,139,97,1
6847,Male,56,1,16,1,> 2 Years,Yes,44737,101,288,1
6848,Male,47,1,48,1,1-2 Year,No,36354,29,234,0
6849,Male,22,1,28,1,< 1 Year,Yes,36906,121,37,1
6850,Male,34,1,17,1,< 1 Year,No,45806,120,17,0
6851,Male,35,1,38,1,< 1 Year,No,30509,91,36,1
6852,Female,60,1,49,1,< 1 Year,Yes,23052,144,155,0
6853,Female,64,1,44,0,1-2 Year,No,23173,81,48,1
6854,Female,38,0,15,0,1-2 Year,Yes,52597,142,167,1
6855,Male,39,1,31,1,> 2 Years,No,23068,13,299,0
6856,Male,56,1,7,0,> 2 Years,Yes,20545,52,114,1
6857,Female,67,1,46,0,1-2 Year,Yes,43616,25,89,0
6858,Male,75,1,30,0,> 2 Years,No,31478,125,187,1
6859,Female,74,1,36,0,1-2 Year,Yes,24063,117,176,1
6860,Female,23,1,49,0,> 2 Years,No,42888,68,141,1
6861,Male,67,1,26,0,< 1 Year,No,50543,118,172,1
6862,Female,33,1,11,0,< 1 Year,Yes,24311,72,19,1
6863,Female,19,1,6,0,< 1 Year,Yes,34526,72,60,1
